own_mmsi;obst_mmsi;own_speed;obst_speed;r_maneuver_own;r_maneuver_obst;r_cpa;COLREG;pre_man_t_cpa_own
219294000;219006157;3.8502951389;4.2580789263;5847.9195292001;5847.9195292001;1222.1002618443;-1;
219294000;219006157;3.8458932705;4.208760334;7592.8485787615;7592.8485787615;1222.1002618443;-1;
219294000;219006157;3.8458932705;4.208760334;7592.8485787615;7592.8485787615;1222.1002618443;-1;
219294000;219006157;3.8458932705;4.208760334;7592.8492050086;7592.8492050086;1222.1002618443;-1;
266201000;377288000;4.4712456597;9.2897413194;10030.1101888264;10845.1152898436;1222.1009532768;3;26
377288000;266201000;9.2897413194;4.4712456597;10845.1152898436;10030.1101888264;1222.1009532768;3;
266201000;377288000;4.4712456597;9.2897413194;10030.1101888264;10845.1152898436;1222.1009532768;3;26
377288000;266201000;9.2897413194;4.4712456597;10845.1152898436;10030.1101888264;1222.1009532768;3;
219294000;219006157;3.8458932705;4.208760334;7592.8485787615;7592.8485787615;1222.199206349;-1;
219294000;219006157;3.8458932705;4.208760334;7592.8485787615;7592.8485787615;1222.199206349;-1;
210169000;232079000;8.7891914683;7.3486321925;11572.295126724;11572.295126724;1222.2467549558;3;
232079000;210169000;7.3486321925;8.7891914683;11572.295126724;11572.295126724;1222.2467549558;3;
210169000;232079000;8.7891914683;7.3486321925;11572.295126724;11572.295126724;1222.2467549558;3;
232079000;210169000;7.3486321925;8.7891914683;11572.295126724;11572.295126724;1222.2467549558;3;
219012521;219794000;2.4913378906;2.7928419519;11155.4767051884;11155.4767051884;1222.4316954333;3;
219012521;219794000;2.4913378906;2.7928419519;11155.4767051884;11155.4767051884;1222.4316954333;3;
219455000;273384030;10.0879340278;5.6559862076;6161.8572078554;4687.3406927596;1222.4756234789;-2;79
211816070;265617660;2.8869677734;2.8811903212;3365.5575139938;3365.5575139938;1222.5045807685;-1;
211816070;265617660;2.8869677734;2.8811903212;3365.5575139938;3365.5575139938;1222.5045807685;-1;
219001682;219009738;2.5299760298;1.4594803504;4567.5718407049;4432.3740027213;1222.8147202254;-1;
219001682;219009738;3.5337912326;1.5039152644;4028.3102623805;3743.4744850206;1222.8147202254;-1;43
368017110;257063330;2.7631293403;3.1234126984;3394.0098953892;3394.0098953892;1223.0350771748;-1;
211816070;265617660;3.0176721644;2.8810228588;3638.4322997687;3093.0972907427;1223.2529501293;-1;0
211816070;265617660;3.0176721644;2.8810228588;3638.4322997687;3093.0972907427;1223.2529501293;-1;0
240305000;255806081;4.2125880456;9.0544518849;8577.9296062628;8577.9296062628;1223.3465616905;3;
255806081;240305000;9.0544518849;4.2125880456;8577.9296062628;8577.9296062628;1223.3465616905;3;
240305000;255806081;4.2125880456;9.0544518849;8577.9296062628;8577.9296062628;1223.3465616905;3;
255806081;240305000;9.0544518849;4.2125880456;8577.9296062628;8577.9296062628;1223.3465616905;3;
219020331;219001976;5.5504849055;4.4817399691;2601.2174572688;2657.6111472524;1223.4313425771;-1;0
211816070;265617660;2.8869677734;2.8811903212;3365.728120333;3365.728120333;1223.8351563834;-1;
265617660;211816070;2.6003559028;2.2308729877;11077.751064634;12106.7337151686;1223.8351563834;-1;0
211816070;265617660;2.8869677734;2.8811903212;3365.728120333;3365.728120333;1223.8351563834;-1;
265617660;211816070;2.6003559028;2.2308729877;11077.751064634;12106.7337151686;1223.8351563834;-1;0
273337230;220142000;5.252594697;4.6459545981;3457.2275829051;4823.7089184568;1223.9660452807;-1;127
273337230;220142000;5.252594697;4.6459545981;3457.2275829051;4823.7089184568;1223.9660452807;-1;127
231754000;219012459;6.4015287423;1.9377630691;7683.215546241;8264.8721617458;1224.2856611102;-2;
231754000;219012459;6.3598667279;1.5677434385;3795.0347047162;3795.0347047162;1224.2856611102;-2;
231091000;273380850;6.54465326;4.8756114969;1883.4798910527;1883.4798910527;1224.4865250382;-2;
231091000;273380850;6.677328125;4.8558732639;1338.0721206273;1338.0721206273;1224.4865250382;-2;
273380850;231091000;4.8676291233;6.7400260417;1941.5493297879;1941.5493297879;1224.4865250382;-1;
273380850;231091000;4.8676291233;6.7400260417;1941.5493297879;1941.5493297879;1224.4865250382;-1;
231091000;273380850;6.54465326;4.8756114969;1883.4798910527;1883.4798910527;1224.5537717879;-2;
231091000;273380850;6.54465326;4.8756114969;1883.4798910527;1883.4798910527;1224.5537717879;-2;
231091000;273380850;6.54465326;4.8756114969;1883.380144846;1883.380144846;1224.5537717879;-2;
273380850;231091000;4.8676291233;6.7400260417;1941.5695635233;1941.5695635233;1224.5537717879;-1;
273380850;231091000;4.8676291233;6.7400260417;1941.5695635233;1941.5695635233;1224.5537717879;-1;
273380850;231091000;4.8676291233;6.7400260417;1941.5695635233;1941.5695635233;1224.5537717879;-1;
273380850;231091000;4.8676291233;6.7400260417;1941.5695635233;1941.5695635233;1224.5537717879;-1;
273380850;231091000;4.8676291233;6.7400260417;1941.5695635233;1941.5695635233;1224.5537717879;-1;
273380850;231091000;4.8676291233;6.7400260417;1941.5695635233;1941.5695635233;1224.5537717879;-1;
231754000;219012459;6.3783072917;1.4818411458;2207.6293257701;2207.6293257701;1224.6989221846;-2;
265491000;636018557;8.6350303819;4.99171875;9892.4832554824;9892.4832554824;1224.7266184745;3;
636018557;265491000;4.99171875;8.6350303819;9892.4832554824;9892.4832554824;1224.7266184745;3;
265491000;636018557;8.6350303819;4.99171875;9892.4832554824;9892.4832554824;1224.7266184745;3;
636018557;265491000;4.99171875;8.6350303819;9892.4832554824;9892.4832554824;1224.7266184745;3;
219017843;219009244;6.5438940972;1.2861111111;2940.9760454652;2940.9760454652;1224.7867161265;-2;
265758380;258262830;2.7030255682;3.0914165088;1433.5916189766;1416.9185615271;1225.0094938408;-1;0
265758380;258262830;2.7030255682;3.0914165088;1433.5916189766;1416.9185615271;1225.0094938408;-1;0
257857690;244020749;4.6351152146;2.5864717487;1276.3288016808;1266.1432541383;1225.2484850021;-1;21
219796000;219013178;1.2898098455;1.3910299353;6159.5701311049;5804.9683763135;1225.2669341821;-1;78
219796000;219013178;1.2898098455;1.3910299353;6159.5701311049;5804.9683763135;1225.2669341821;-1;78
265509440;257007570;2.6751446036;3.3508553241;6925.7922261645;6925.7922261645;1225.5015952662;-1;0
219796000;219013178;1.282103178;1.4779671827;4272.7481765253;6523.0552327878;1225.8932498387;-1;
219796000;219013178;1.282103178;1.4779671827;4272.7481765253;6523.0552327878;1225.8932498387;-1;
219010747;245186000;3.669938151;5.1487984664;8234.2825801645;8234.2825801645;1226.040203256;3;
245186000;219010747;5.1487984664;3.669938151;8234.2825801645;8234.2825801645;1226.040203256;3;
219010747;245186000;3.669938151;5.1487984664;8234.2825801645;8234.2825801645;1226.040203256;3;
245186000;219010747;5.1487984664;3.669938151;8234.2825801645;8234.2825801645;1226.040203256;3;
219010747;245186000;3.669938151;5.1487984664;8233.5121090577;8233.5121090577;1226.0626085156;3;
245186000;219010747;5.1487984664;3.669938151;8233.5121090577;8233.5121090577;1226.0626085156;3;
219010747;245186000;3.669938151;5.1487984664;8233.5121090577;8233.5121090577;1226.0626085156;3;
245186000;219010747;5.1487984664;3.669938151;8233.5121090577;8233.5121090577;1226.0626085156;3;
219010747;245186000;3.6835026042;5.3598680556;13552.4903206016;13016.8505192308;1226.0988255439;3;
219010747;245186000;3.669938151;5.1487984664;8234.9298606606;8234.9298606606;1226.0988255439;3;
245186000;219010747;5.3598680556;3.6835026042;13016.8505192308;13552.4903206016;1226.0988255439;3;27
245186000;219010747;5.1487984664;3.669938151;8234.9298606606;8234.9298606606;1226.0988255439;3;
219010747;245186000;3.6835026042;5.3598680556;13552.4903206016;13016.8505192308;1226.0988255439;3;
219010747;245186000;3.669938151;5.1487984664;8234.9298606606;8234.9298606606;1226.0988255439;3;
245186000;219010747;5.3598680556;3.6835026042;13016.8505192308;13552.4903206016;1226.0988255439;3;27
245186000;219010747;5.1487984664;3.669938151;8234.9298606606;8234.9298606606;1226.0988255439;3;
219010747;245186000;3.669938151;5.1487984664;8235.7963379384;8235.7963379384;1226.2384637582;3;
245186000;219010747;5.1487984664;3.669938151;8235.7963379384;8235.7963379384;1226.2384637582;3;
219010747;245186000;3.669938151;5.1487984664;8235.7963379384;8235.7963379384;1226.2384637582;3;
245186000;219010747;5.1487984664;3.669938151;8235.7963379384;8235.7963379384;1226.2384637582;3;
219010747;245186000;3.6835026042;5.3598680556;13556.8859027433;13021.0603350879;1226.2747245214;3;
219010747;245186000;3.669938151;5.1487984664;8237.4506766353;8237.4506766353;1226.2747245214;3;
245186000;219010747;5.3598680556;3.6835026042;13021.0603350879;13556.8859027433;1226.2747245214;3;33
245186000;219010747;5.1487984664;3.669938151;8237.4506766353;8237.4506766353;1226.2747245214;3;
219010747;245186000;3.6835026042;5.3598680556;13556.8859027433;13021.0603350879;1226.2747245214;3;
219010747;245186000;3.669938151;5.1487984664;8237.4506766353;8237.4506766353;1226.2747245214;3;
245186000;219010747;5.3598680556;3.6835026042;13021.0603350879;13556.8859027433;1226.2747245214;3;33
245186000;219010747;5.1487984664;3.669938151;8237.4506766353;8237.4506766353;1226.2747245214;3;
255714000;636015565;6.3150065104;5.8834559462;11917.9666994836;11917.9666994836;1226.7718451285;3;
636015565;255714000;5.8834559462;6.3150065104;11917.9666994836;11917.9666994836;1226.7718451285;3;
255714000;636015565;6.3150065104;5.8834559462;11917.9666994836;11917.9666994836;1226.7718451285;3;
636015565;255714000;5.8834559462;6.3150065104;11917.9666994836;11917.9666994836;1226.7718451285;3;
219443000;266436000;4.1465026042;7.3155607639;7261.772627947;7261.772627947;1227.3256821235;3;
266436000;219443000;7.3155607639;4.1465026042;7261.772627947;7261.772627947;1227.3256821235;3;
219443000;266436000;4.1465026042;7.3155607639;7261.772627947;7261.772627947;1227.3256821235;3;
266436000;219443000;7.3155607639;4.1465026042;7261.772627947;7261.772627947;1227.3256821235;3;
235106484;377288000;5.3886046007;7.5545630787;10259.9756042595;10259.9756042595;1227.5892513378;3;
377288000;235106484;7.5545630787;5.3886046007;10259.9756042595;10259.9756042595;1227.5892513378;3;
235106484;377288000;5.3886046007;7.5545630787;10259.9756042595;10259.9756042595;1227.5892513378;3;
377288000;235106484;7.5545630787;5.3886046007;10259.9756042595;10259.9756042595;1227.5892513378;3;
249892000;258761000;6.5413678075;4.8206200397;8638.4864351344;8638.4864351344;1227.9181120905;3;
258761000;249892000;4.8206200397;6.5413678075;8638.4864351344;8638.4864351344;1227.9181120905;3;
249892000;258761000;6.5413678075;4.8206200397;8638.4864351344;8638.4864351344;1227.9181120905;3;
258761000;249892000;4.8206200397;6.5413678075;8638.4864351344;8638.4864351344;1227.9181120905;3;
312451000;538006780;4.4392755682;6.5200718119;11152.9013158012;11152.9013158012;1228.5941396572;3;
538006780;312451000;6.5200718119;4.4392755682;11152.9013158012;11152.9013158012;1228.5941396572;3;
312451000;538006780;4.4392755682;6.5200718119;11152.9013158012;11152.9013158012;1228.5941396572;3;
538006780;312451000;6.5200718119;4.4392755682;11152.9013158012;11152.9013158012;1228.5941396572;3;
236561000;248750000;5.468843006;5.8638628472;9754.4575082369;6561.3904136242;1228.6761371493;-1;66
236561000;248750000;5.468843006;5.8638628472;9754.4575082369;6561.3904136242;1228.6761371493;-1;66
636012896;219005867;6.8815987413;3.7914656033;3431.1847079398;5487.2004018443;1228.8810398082;-2;48
219347000;220616000;8.1475138889;4.4668246528;6974.4309301907;6974.4309301907;1228.9449458784;3;
220616000;219347000;4.4668246528;8.1475138889;6974.4309301907;6974.4309301907;1228.9449458784;3;
219347000;220616000;8.1475138889;4.4668246528;6974.4309301907;6974.4309301907;1228.9449458784;3;
220616000;219347000;4.4668246528;8.1475138889;6974.4309301907;6974.4309301907;1228.9449458784;3;
245870000;273414440;5.3253038194;6.233001469;10252.4344630922;10252.4344630922;1228.9683885276;3;
273414440;245870000;6.233001469;5.3253038194;10252.4344630922;10252.4344630922;1228.9683885276;3;
245870000;273414440;5.3253038194;6.233001469;10252.4344630922;10252.4344630922;1228.9683885276;3;
273414440;245870000;6.233001469;5.3253038194;10252.4344630922;10252.4344630922;1228.9683885276;3;
265758060;265798580;3.2739853051;3.3585298859;3613.8788870132;5605.6679334402;1229.2152822024;3;0
265798580;265758060;3.3585298859;3.2739853051;5605.6679334402;3613.8788870132;1229.2152822024;3;
265758060;265798580;3.2739853051;3.3585298859;3613.8788870132;5605.6679334402;1229.2152822024;3;0
265798580;265758060;3.3585298859;3.2739853051;5605.6679334402;3613.8788870132;1229.2152822024;3;
219013538;219443000;1.2934316096;1.0288888889;5437.7200010666;5437.7200010666;1229.4604100987;3;
219443000;219013538;1.0288888889;1.2934316096;5437.7200010666;5437.7200010666;1229.4604100987;3;
219013538;219443000;1.2934316096;1.0288888889;5437.7200010666;5437.7200010666;1229.4604100987;3;
219443000;219013538;1.0288888889;1.2934316096;5437.7200010666;5437.7200010666;1229.4604100987;3;
266201000;355868000;3.7134631471;5.606640625;11841.4161737522;11841.4161737522;1229.4655952893;3;
355868000;266201000;5.606640625;3.7134631471;11841.4161737522;11841.4161737522;1229.4655952893;3;
266201000;355868000;3.7134631471;5.606640625;11841.4161737522;11841.4161737522;1229.4655952893;3;
355868000;266201000;5.606640625;3.7134631471;11841.4161737522;11841.4161737522;1229.4655952893;3;
311995000;245180000;9.5779552469;5.5329571759;8866.7451265952;8866.7451265952;1229.4800852393;-1;
240891000;265781000;6.9497498422;1.4920898438;8087.1639806548;8087.1639806548;1229.5277955378;3;
265781000;240891000;1.4920898438;6.9497498422;8087.1639806548;8087.1639806548;1229.5277955378;3;
240891000;265781000;6.9497498422;1.4920898438;8087.1639806548;8087.1639806548;1229.5277955378;3;
265781000;240891000;1.4920898438;6.9497498422;8087.1639806548;8087.1639806548;1229.5277955378;3;
240891000;265781000;6.945;1.4920898438;6580.6823187265;6580.6823187265;1229.5812010599;3;
265781000;240891000;1.4920898438;6.945;6580.6823187265;6580.6823187265;1229.5812010599;3;
240891000;265781000;6.945;1.4920898438;6580.6823187265;6580.6823187265;1229.5812010599;3;
265781000;240891000;1.4920898438;6.945;6580.6823187265;6580.6823187265;1229.5812010599;3;
636017360;305502000;9.4430922068;5.3043152006;2990.9895218807;2990.9895218807;1229.5875080693;-2;
636017360;305502000;9.4853671553;5.2112805427;5323.6480443395;5323.6480443395;1229.7984387695;-2;
249077000;636016250;5.3098363847;6.5024121423;6059.1967429685;7596.5187533501;1229.8708265505;-1;88
249077000;636016250;5.3098363847;6.5024121423;6059.1967429685;7596.5187533501;1229.8708265505;-1;88
235111623;258261740;2.7877463108;1.9806613498;1268.7310392672;1268.7310392672;123.0603104173;-1;
258261740;235111623;3.2879869003;2.0624362768;3958.2706236436;3958.2706236436;123.0603104173;-1;
235111623;258261740;2.7877463108;1.9806613498;1268.7310392672;1268.7310392672;123.0603104173;-1;
258261740;235111623;3.2879869003;2.0624362768;3958.2706236436;3958.2706236436;123.0603104173;-1;
258261740;235111623;3.2405980903;2.1299205729;473.6395253777;473.6395253777;123.0668517514;-2;
211464780;257503390;2.3509709201;3.5960872396;5982.306424783;5982.306424783;123.5171647991;3;
211464780;257503390;3.1526946925;3.7845541915;2207.5168515778;2207.5168515778;123.5171647991;3;
211464780;257503390;2.3509709201;3.5960872396;5982.306424783;5982.306424783;123.5171647991;3;
211464780;257503390;3.1526946925;3.7845541915;2207.5168515778;2207.5168515778;123.5171647991;3;
219004343;219011321;3.4430744668;4.1416796875;1113.5789240103;969.5063125117;123.5924350436;-1;0
258996680;257026340;3.0969153646;3.2100529514;873.6976364853;873.6976364853;123.7520908914;3;
258996680;257026340;3.0969153646;3.2100529514;873.6976364853;873.6976364853;123.7520908914;3;
257623530;265638360;3.3024921875;3.4676770833;1715.8738211186;911.5593782086;123.8503128781;3;
257623530;265638360;3.3024921875;3.4676770833;1715.8738211186;911.5593782086;123.8503128781;3;
258105480;219003243;3.3953333333;1.7732256944;4705.4402918324;5260.134798653;123.8871260463;-1;89
244180000;245749000;5.5222395833;7.54552011;9986.8949859303;9986.8949859303;1230.438803842;3;
245749000;244180000;7.54552011;5.5222395833;9986.8949859303;9986.8949859303;1230.438803842;3;
244180000;245749000;5.5222395833;7.54552011;9986.8949859303;9986.8949859303;1230.438803842;3;
245749000;244180000;7.54552011;5.5222395833;9986.8949859303;9986.8949859303;1230.438803842;3;
219397000;636092270;5.1183203125;9.2760763889;11622.3430068984;11622.3430068984;1230.8828132686;3;
636092270;219397000;9.2760763889;5.1183203125;11622.3430068984;11622.3430068984;1230.8828132686;3;
219397000;636092270;5.1183203125;9.2760763889;11622.3430068984;11622.3430068984;1230.8828132686;3;
636092270;219397000;9.2760763889;5.1183203125;11622.3430068984;11622.3430068984;1230.8828132686;3;
259001000;273333440;6.7623543596;4.4663334298;3627.6396637483;2635.2007361869;1230.9998578392;-2;
273333440;259001000;4.5777517361;6.9972482639;1935.9148974064;1935.9148974064;1230.9998578392;-1;
273333440;259001000;4.5777517361;6.9972482639;1935.9148974064;1935.9148974064;1230.9998578392;-1;
249742000;311995000;6.6289984809;8.0000130208;10823.7113898145;10823.7113898145;1231.305522606;3;
311995000;249742000;8.0000130208;6.6289984809;10823.7113898145;10823.7113898145;1231.305522606;3;
249742000;311995000;6.6289984809;8.0000130208;10823.7113898145;10823.7113898145;1231.305522606;3;
311995000;249742000;8.0000130208;6.6289984809;10823.7113898145;10823.7113898145;1231.305522606;3;
377085000;218057000;5.4349155619;6.2350812816;1494.4346422644;1494.4346422644;1231.3198812656;-1;
377085000;218057000;5.4349155619;6.2350812816;1494.4346422644;1494.4346422644;1231.3198812656;-1;
219002051;219012521;3.8905363498;2.8939007161;2138.9264339851;3278.7790608701;1231.6933749923;-2;41
265821950;265539700;2.1544873047;3.7236935764;3308.3695153353;2972.060837197;1231.7553856184;-1;0
265821950;265539700;2.1544873047;3.7236935764;3308.3695153353;2972.060837197;1231.7553856184;-1;0
257880900;257622600;2.0485178691;2.5911302478;2270.3201205997;2185.1817178441;1231.8920244892;-1;
257880900;257622600;2.0485178691;2.5911302478;2270.3201205997;2185.1817178441;1231.8920244892;-1;
219551000;219829000;8.0052378472;2.8607934028;11693.2691793185;11693.2691793185;1232.0614473313;3;
219829000;219551000;2.8607934028;8.0052378472;11693.2691793185;11693.2691793185;1232.0614473313;3;
219551000;219829000;8.0052378472;2.8607934028;11693.2691793185;11693.2691793185;1232.0614473313;3;
219829000;219551000;2.8607934028;8.0052378472;11693.2691793185;11693.2691793185;1232.0614473313;3;
257556700;258127840;3.4296296296;2.945160952;3553.7118904042;3072.9312341802;1232.0880001039;-1;0
231091000;311000714;6.8334700521;5.6588888889;10391.8545202481;10391.8545202481;1232.8395069919;3;
311000714;231091000;5.6588888889;6.8334700521;10391.8545202481;10391.8545202481;1232.8395069919;3;
231091000;311000714;6.8334700521;5.6588888889;10391.8545202481;10391.8545202481;1232.8395069919;3;
311000714;231091000;5.6588888889;6.8334700521;10391.8545202481;10391.8545202481;1232.8395069919;3;
257207000;305502000;5.9261588542;3.4413519965;8451.6135459449;8451.6135459449;1232.8520186949;3;
305502000;257207000;3.4413519965;5.9261588542;8451.6135459449;8451.6135459449;1232.8520186949;3;
257207000;305502000;5.9261588542;3.4413519965;8451.4126925621;8451.4126925621;1232.8520186949;3;
305502000;257207000;3.4413519965;5.9261588542;8451.4126925621;8451.4126925621;1232.8520186949;3;
257207000;305502000;5.9261588542;3.4413519965;8451.6135459449;8451.6135459449;1232.8520186949;3;
305502000;257207000;3.4413519965;5.9261588542;8451.6135459449;8451.6135459449;1232.8520186949;3;
257207000;305502000;5.9261588542;3.4413519965;8451.4126925621;8451.4126925621;1232.8520186949;3;
305502000;257207000;3.4413519965;5.9261588542;8451.4126925621;8451.4126925621;1232.8520186949;3;
257207000;305502000;5.9261588542;3.4413519965;8452.0126703644;8452.0126703644;1232.8520186949;3;
305502000;257207000;3.4413519965;5.9261588542;8452.0126703644;8452.0126703644;1232.8520186949;3;
257207000;305502000;5.9261588542;3.4413519965;8451.2126999621;8451.2126999621;1232.8520186949;3;
305502000;257207000;3.4413519965;5.9261588542;8451.2126999621;8451.2126999621;1232.8520186949;3;
257207000;305502000;5.9261588542;3.4413519965;8452.0126703644;8452.0126703644;1232.8520186949;3;
305502000;257207000;3.4413519965;5.9261588542;8452.0126703644;8452.0126703644;1232.8520186949;3;
257207000;305502000;5.9261588542;3.4413519965;8451.2126999621;8451.2126999621;1232.8520186949;3;
305502000;257207000;3.4413519965;5.9261588542;8451.2126999621;8451.2126999621;1232.8520186949;3;
219397000;538090304;5.0307039931;7.1029505208;10869.2925436755;10869.2925436755;1232.9430238255;3;
538090304;219397000;7.1029505208;5.0307039931;10869.2925436755;10869.2925436755;1232.9430238255;3;
219397000;538090304;5.0307039931;7.1029505208;10869.2925436755;10869.2925436755;1232.9430238255;3;
538090304;219397000;7.1029505208;5.0307039931;10869.2925436755;10869.2925436755;1232.9430238255;3;
257036300;219023274;5.4053986855;2.6280589658;3479.6238661672;4036.3038166124;1233.0660850092;-2;
257036300;219023274;5.4064165088;2.5769720644;1450.6298287296;1233.0660850092;1233.0660850092;-1;
219581000;255806080;8.9183767361;8.378812934;9906.899251027;9906.899251027;1233.2491800119;3;
255806080;219581000;8.378812934;8.9183767361;9906.899251027;9906.899251027;1233.2491800119;3;
219581000;255806080;8.9183767361;8.378812934;9906.899251027;9906.899251027;1233.2491800119;3;
255806080;219581000;8.378812934;8.9183767361;9906.899251027;9906.899251027;1233.2491800119;3;
219397000;538090304;5.0336321925;7.1051897321;10181.055592128;10181.055592128;1233.2512355558;3;
538090304;219397000;7.1051897321;5.0336321925;10181.055592128;10181.055592128;1233.2512355558;3;
219397000;538090304;5.0336321925;7.1051897321;10181.055592128;10181.055592128;1233.2512355558;3;
538090304;219397000;7.1051897321;5.0336321925;10181.055592128;10181.055592128;1233.2512355558;3;
219581000;255806080;8.9183767361;8.378812934;9915.513441068;9915.513441068;1233.303279814;3;
255806080;219581000;8.378812934;8.9183767361;9915.513441068;9915.513441068;1233.303279814;3;
219581000;255806080;8.9183767361;8.378812934;9915.513441068;9915.513441068;1233.303279814;3;
255806080;219581000;8.378812934;8.9183767361;9915.513441068;9915.513441068;1233.303279814;3;
219581000;255806080;8.9183767361;8.378812934;9915.513441068;9915.513441068;1233.303279814;3;
255806080;219581000;8.378812934;8.9183767361;9915.513441068;9915.513441068;1233.303279814;3;
219581000;255806080;8.9183767361;8.378812934;9915.513441068;9915.513441068;1233.303279814;3;
255806080;219581000;8.378812934;8.9183767361;9915.513441068;9915.513441068;1233.303279814;3;
220043000;220026000;1.8005555556;6.1136210317;7000.7315689148;7000.7315689148;1233.3603893429;3;
220043000;220026000;1.8005555556;6.1136210317;7000.7315689148;7000.7315689148;1233.3603893429;3;
375219000;219008212;4.5882744634;3.0932433712;2214.2082851439;3275.1634356166;1233.7548946205;-2;50
355249000;220278000;8.6024756944;4.2196501736;11152.5487705726;11152.5487705726;1233.7561833685;3;
355249000;220278000;8.6024756944;4.2196501736;11152.5487705726;11152.5487705726;1233.7561833685;3;
244693000;249934000;6.4740957755;5.1792766204;10578.5388215954;10578.5388215954;1234.468541519;3;
249934000;244693000;5.1792766204;6.4740957755;10578.5388215954;10578.5388215954;1234.468541519;3;
244693000;249934000;6.4740957755;5.1792766204;10578.5388215954;10578.5388215954;1234.468541519;3;
249934000;244693000;5.1792766204;6.4740957755;10578.5388215954;10578.5388215954;1234.468541519;3;
258709000;219435000;5.5231008185;9.5126289683;2762.7322219137;2762.7322219137;1234.962157315;-1;
258709000;219435000;5.5231008185;9.5126289683;2762.7322219137;2762.7322219137;1234.962157315;-1;
219023588;256600000;1.7698094618;5.9997083333;1249.9100647647;1249.9100647647;1234.9789674322;-1;
357997000;636092818;6.2139708719;5.7285532407;10894.2260142701;10894.2260142701;1235.4775797237;3;
636092818;357997000;5.7285532407;6.2139708719;10894.2260142701;10894.2260142701;1235.4775797237;3;
357997000;636092818;6.2139708719;5.7285532407;10894.2260142701;10894.2260142701;1235.4775797237;3;
636092818;357997000;5.7285532407;6.2139708719;10894.2260142701;10894.2260142701;1235.4775797237;3;
249627000;253201000;5.8045038729;4.8000387286;10885.2791608668;10885.2791608668;1235.8558370619;3;
253201000;249627000;4.8000387286;5.8045038729;10885.2791608668;10885.2791608668;1235.8558370619;3;
249627000;253201000;5.8045038729;4.8000387286;10885.2791608668;10885.2791608668;1235.8558370619;3;
253201000;249627000;4.8000387286;5.8045038729;10885.2791608668;10885.2791608668;1235.8558370619;3;
259526000;219005496;4.8878920718;1.1446053964;5968.5239423161;5968.5239423161;1236.0582510545;-1;0
259526000;219005496;4.8878920718;1.1446053964;5968.5239423161;5968.5239423161;1236.0592259273;-1;0
219001253;245186000;3.6579265309;5.1630784407;8618.9452237498;8618.9452237498;1236.1660284929;3;
245186000;219001253;5.1630784407;3.6579265309;8618.9452237498;8618.9452237498;1236.1660284929;3;
219001253;245186000;3.6579265309;5.1630784407;8618.9452237498;8618.9452237498;1236.1660284929;3;
245186000;219001253;5.1630784407;3.6579265309;8618.9452237498;8618.9452237498;1236.1660284929;3;
219001253;245186000;3.6634071181;5.3598680556;13413.8934690864;12878.1120013766;1236.1976864563;3;
219001253;245186000;3.6579265309;5.1630784407;8620.5483056474;8620.5483056474;1236.1976864563;3;
245186000;219001253;5.3598680556;3.6634071181;12878.1120013766;13413.8934690864;1236.1976864563;3;27
245186000;219001253;5.1630784407;3.6579265309;8620.5483056474;8620.5483056474;1236.1976864563;3;
219001253;245186000;3.6579265309;5.1630784407;8619.7558602318;8619.7558602318;1236.1976864563;3;
245186000;219001253;5.1630784407;3.6579265309;8619.7558602318;8619.7558602318;1236.1976864563;3;
219001253;245186000;3.6634071181;5.3598680556;13413.8934690864;12878.1120013766;1236.1976864563;3;
219001253;245186000;3.6579265309;5.1630784407;8620.5483056474;8620.5483056474;1236.1976864563;3;
245186000;219001253;5.3598680556;3.6634071181;12878.1120013766;13413.8934690864;1236.1976864563;3;27
245186000;219001253;5.1630784407;3.6579265309;8620.5483056474;8620.5483056474;1236.1976864563;3;
219001253;245186000;3.6579265309;5.1630784407;8619.7558602318;8619.7558602318;1236.1976864563;3;
245186000;219001253;5.1630784407;3.6579265309;8619.7558602318;8619.7558602318;1236.1976864563;3;
219001253;245186000;3.6579265309;5.1630784407;8621.4810311222;8621.4810311222;1236.2293516981;3;
245186000;219001253;5.1630784407;3.6579265309;8621.4810311222;8621.4810311222;1236.2293516981;3;
219001253;245186000;3.6579265309;5.1630784407;8621.4810311222;8621.4810311222;1236.2293516981;3;
245186000;219001253;5.1630784407;3.6579265309;8621.4810311222;8621.4810311222;1236.2293516981;3;
219012959;219009599;4.8389930556;4.052177484;4602.7148705954;4602.7148705954;1236.2567573122;-1;
219012959;219009599;4.8389930556;4.052177484;4602.7148705954;4602.7148705954;1236.2567573122;-1;
219001253;245186000;3.6634071181;5.3598680556;13418.2880029458;12882.3217864638;1236.2610242178;3;
219001253;245186000;3.6579265309;5.1630784407;8623.0844209018;8623.0844209018;1236.2610242178;3;
245186000;219001253;5.3598680556;3.6634071181;12882.3217864638;13418.2880029458;1236.2610242178;3;33
245186000;219001253;5.1630784407;3.6579265309;8623.0844209018;8623.0844209018;1236.2610242178;3;
219001253;245186000;3.6634071181;5.3598680556;13418.2880029458;12882.3217864638;1236.2610242178;3;
219001253;245186000;3.6579265309;5.1630784407;8623.0844209018;8623.0844209018;1236.2610242178;3;
245186000;219001253;5.3598680556;3.6634071181;12882.3217864638;13418.2880029458;1236.2610242178;3;33
245186000;219001253;5.1630784407;3.6579265309;8623.0844209018;8623.0844209018;1236.2610242178;3;
311055400;538005690;6.6459791667;6.0692387153;11010.1812564553;11010.1812564553;1236.3690064055;3;
